Position,Title,Author,Description,Article link,PDF Link,Research Methods,Focus Areas,Topics or Themes,Geographical Focus,Temporal Focus
372,A reinforcement learning framework for relevance feedback,"A Montazeralghaem, H Zamani, J Allan - Proceedings of the 43rd …, 2020 - dl.acm.org","… , we focus on the language modeling framework [36] and use … as part of our reinforcement
learning framework using the back-… Instead of designing a complex neural network with huge …",https://dl.acm.org/doi/abs/10.1145/3397271.3401099,https://par.nsf.gov/servlets/purl/10175982,,,,,
373,Towards a framework for project risk knowledge management in the construction supply chain,"JHM Tah, V Carr - Advances in Engineering Software, 2001 - Elsevier","… risk management is made. A common language for describing risks based on a hierarchical-risk
… A prototype system being developed to support the risk management framework is …",https://www.sciencedirect.com/science/article/pii/S0965997801000357,https://www.academia.edu/download/68258257/s0965-9978_2801_2900035-720210722-15143-6cit9e.pdf,,,,,
374,"Pre-train, prompt, and predict: A systematic survey of prompting methods in natural language processing","P Liu, W Yuan, J Fu, Z Jiang, H Hayashi… - ACM Computing …, 2023 - dl.acm.org","… framework is powerful and attractive for a number of reasons: It allows the language model
… be trained on large datasets, in the process learning robust general-purpose features of the …",https://dl.acm.org/doi/abs/10.1145/3560815,https://dl.acm.org/doi/pdf/10.1145/3560815?trk=public_post_comment-text,,,,,
375,A framework for big data analytics in commercial social networks: A case study on sentiment analysis and fake review detection for marketing decision-making,"E Kauffmann, J Peral, D Gil, A Ferrández… - Industrial Marketing …, 2020 - Elsevier","… source of big data that can be transformed into valuable information. A huge number of …
We propose a framework to automatically analyse these reviews, transforming negative and …",https://www.sciencedirect.com/science/article/pii/S0019850118307612,,,,,,
376,Efficient-FedRec: Efficient federated learning framework for privacy-preserving news recommendation,"J Yi, F Wu, C Wu, R Liu, G Sun, X Xie - arXiv preprint arXiv:2109.05446, 2021 - arxiv.org","… framework, we decompose the news recommendation model into a large news model and a
lightweight user model… This is because we use pre-trained language model in news model, …",https://arxiv.org/abs/2109.05446,https://arxiv.org/pdf/2109.05446,,,,,
377,"Big Data with Cloud Computing: an insight on the computing environment, MapReduce, and programming frameworks","A Fernández, S del Río, V López… - … : Data Mining and …, 2014 - Wiley Online Library","… Big Data solutions on such platforms. Afterwards, we focus on the MapReduce programming
framework as the most prominent solution for Big … several limitations of this model. We then …",https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/widm.1134,http://150.214.190.154/sites/default/files/ficherosPublicaciones/1810_2014-WIRES-Fernandez_etAl-Big_Data_w_Cloud_Computing.pdf,,,Solutions and Mitigations,,
378,Big data and machine learning based secure healthcare framework,"P Kaur, M Sharma, M Mittal - Procedia computer science, 2018 - Elsevier","… framework was used to manage and analyze huge amount of data to benefit the patients as
well as healthcare professionals. HIS framework … and secure big data healthcare framework. …",https://www.sciencedirect.com/science/article/pii/S187705091830752X,https://www.sciencedirect.com/science/article/pii/S187705091830752X/pdf?md5=c9398593062bd8d8d17dd0caf795fea7&pid=1-s2.0-S187705091830752X-main.pdf,,,,,
379,Nl-augmenter: A framework for task-sensitive natural language augmentation,"KD Dhole, V Gangal, S Gehrmann, A Gupta, Z Li… - arXiv preprint arXiv …, 2021 - arxiv.org","… Dilution of Contributions While this is not our intent, there is a risk in large scale collections
of work like this that individual contributions are being less appreciated than releasing them …",https://arxiv.org/abs/2112.02721,https://arxiv.org/pdf/2112.02721,,,,,
380,HyLECA: A Framework for Developing Hybrid Long-term Engaging Controlled Conversational Agents,"E Basar, D Balaji, L He, I Hendrickx… - Proceedings of the 5th …, 2023 - dl.acm.org","… We present HyLECA, an open-source framework designed for the … natural language generation
capabilities of open-domain large … state-of-the-art large language models in simulating a …",https://dl.acm.org/doi/abs/10.1145/3571884.3604404,https://www.researchgate.net/profile/Erkan-Basar-2/publication/372455729_HyLECA_A_Framework_for_Developing_Hybrid_Long-term_Engaging_Controlled_Conversational_Agents/links/64be3c3eb9ed6874a5412d4b/HyLECA-A-Framework-for-Developing-Hybrid-Long-term-Engaging-Controlled-Conversational-Agents.pdf,,,,,Current Issues
381,A risk management framework for distributed scrum using PRINCE2 methodology,"M Esteki, TJ Gandomani, HK Farsani - Bulletin of Electrical Engineering …, 2020 - beei.org","… a risk management framework in Scrum using the PRINCE2 methodology, which includes the
perceived risks in … was introduced on a large scale with two basic frameworks [17]. The first …",https://beei.org/index.php/EEI/article/view/1905,https://beei.org/index.php/EEI/article/download/1905/1486,,,,,
382,A new model for the selection of web development frameworks: application to PHP frameworks,"K Benmoussa, M Laaziri, S Khoulji… - … Journal of Electrical …, 2019 - researchgate.net","… The use of a framework is often essential for medium and large scale developments, but
is … and complete model to compare and evaluate the main PHP frameworks. This model is …",https://www.researchgate.net/profile/Abir-Yamami/publication/330656300_A_new_model_for_the_selection_of_web_development_frameworks_application_to_PHP_frameworks/links/5c4c8fee299bf12be3e5786c/A-new-model-for-the-selection-of-web-development-frameworks-application-to-PHP-frameworks.pdf,https://www.researchgate.net/profile/Abir-Yamami/publication/330656300_A_new_model_for_the_selection_of_web_development_frameworks_application_to_PHP_frameworks/links/5c4c8fee299bf12be3e5786c/A-new-model-for-the-selection-of-web-development-frameworks-application-to-PHP-frameworks.pdf,,,,,
383,Hazard analysis: A deep learning and text mining framework for accident prevention,"B Zhong, X Pan, PED Love, J Sun, C Tao - Advanced Engineering …, 2020 - Elsevier","… learning and text mining framework to analyse hazards automatically. The framework provides
managers with the capability to quickly analyse a large number of hazard records and put …",https://www.sciencedirect.com/science/article/pii/S1474034620301233,,,,,,
384,Framework of spatial decision support system for large-scale public building evacuation,"Z Zhichong, W Yaowu - 2009 WRI Global Congress on …, 2009 - ieeexplore.ieee.org","… ) for large-scale … risk appraisal is the core algorithmic model for environment analysis
module and the basis of evacuation routing optimization. Framework structure of SDSS for large-…",https://ieeexplore.ieee.org/abstract/document/5208961/,,,,,,
385,Integrating and evaluating neural word embeddings in information retrieval,"G Zuccon, B Koopman, P Bruza… - Proceedings of the 20th …, 2015 - dl.acm.org","… translation language model for information retrieval. This … In the language modelling
framework, documents are ranked … of neural translation language models and the large number of …",https://dl.acm.org/doi/abs/10.1145/2838931.2838936,https://eprints.qut.edu.au/91418/1/adcs2015_neural_translation_lm.pdf,,,,,
386,Cyber forensics framework for big data analytics in IoT environment using machine learning,"GS Chhabra, VP Singh, M Singh - Multimedia Tools and Applications, 2020 - Springer","… By big, we mean the huge volume, velocity or/and variety (3 V’s) of data. Hadoop framework
… , working in coordination, store and process the big data. That is, the control structure of the …",https://link.springer.com/article/10.1007/s11042-018-6338-1,,,,,,
387,Multicriteria framework for selecting a process modelling language,"AC Scanavachi Moreira Campos… - Enterprise Information …, 2016 - Taylor & Francis","… a large number modelling languages and also due to the lack of guidelines on evaluating,
and comparing languages … paper proposes a framework for selecting a modelling language in …",https://www.tandfonline.com/doi/abs/10.1080/17517575.2014.906047,,,,,,
388,A framework for understanding and predicting insider attacks,"EE Schultz - Computers & security, 2002 - Elsevier","… The framework presented here is promising in that it synthesizes and … framework is also
unproven. A logical next step is to perform validation testing of the model by collecting a large …",https://www.sciencedirect.com/science/article/pii/S016740480201009X,,,,,,Current Issues
389,Towards a big data framework for analyzing social media content,"JL Jimenez-Marquez, I Gonzalez-Carrasco… - International Journal of …, 2019 - Elsevier","… To the best of our knowledge, a framework for integrating natural language processing,
machine learning and big data techniques for social media content in a methodological way, and …",https://www.sciencedirect.com/science/article/pii/S0268401218305073,https://e-tarjome.com/storage/panel/fileuploads/2019-04-18/1555575045_E10938-e-tarjome.pdf,,,,,
390,Beyond the ML Model: Applying Safety Engineering Frameworks to Text-to-Image Development,"S Rismani, R Shelby, A Smart, R Delos Santos… - Proceedings of the …, 2023 - dl.acm.org","… -to-image (T2I) model user interface by professional visual artists in their creative practice.
The rapid public release and adoption of large generative models in various application areas …",https://dl.acm.org/doi/abs/10.1145/3600211.3604685,https://arxiv.org/pdf/2307.10312,,,,,
391,A neighborhood framework for resource-lean content flagging,"SM Sarwar, D Zlatkova, M Hardalov… - Transactions of the …, 2022 - direct.mit.edu","… model for a target language with limited annotated data by transferring knowledge from another
dataset in a different language, for which a large … -trained multilingual language model ℳ …",https://direct.mit.edu/tacl/article-abstract/doi/10.1162/tacl_a_00472/110995,https://direct.mit.edu/tacl/article/doi/10.1162/tacl_a_00472/110995,,,,,
392,A compound event framework for understanding extreme impacts,"M Leonard, S Westra, A Phatak… - Wiley …, 2014 - Wiley Online Library","… framework to better define, map, analyze, model, and communicate the risk of compound
events. … For example, a famine that is the consequence of a drought (hazard), large population (…",https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/wcc.252,https://www.researchgate.net/profile/Michael-Leonard/publication/280301850_A_compound_event_framework_for_understanding_extreme_impacts/links/5ae266390f7e9b28594a270c/A-compound-event-framework-for-understanding-extreme-impacts.pdf,,,,,
